president,nationalism,legislation,2,3,4,peace,6,war,military,war and economics,10,international diplomacy,12,13,14,15,16,provision,18,19,20,21,22,basic needs,24
Ronald-Reagan-1987,0.061039318,0,0.016497113,0.0035743745,0.012372835,0.048666483,0,0.017047017,0.0087984603,0.00054990377,0.0098982678,0.0090734122,0.0013747594,0.016222161,0.026670333,0.0021996151,0,0.078086335,0.0079736046,0.04674182,0.11108056,0.017871872,0.0021996151,0.016772065,0.0096233159
Ronald-Reagan-1988,0.044219154,0.00086281277,0.0084124245,0.0012942192,0.028041415,0.06147541,0,0.020707506,0,0.0012942192,0.0062553926,0.0097066437,0,0.023943054,0.0405522,0,0.00021570319,0.082614323,0.0036669543,0.040336497,0.11928387,0.0073339085,0.016393443,0.016824849,0.0090595341
George-Bush-1989,0.065772393,0,0,0,0.024448291,0.040242319,0,0.0067070532,0.0017308524,0,0.016443098,0.0049762008,0.0062743401,0.03331891,0.026828213,0,0.0093033319,0.085028126,0.0034617049,0.041107746,0.095196884,0.030722631,0.01319775,0.013414106,0.012765037
George-Bush-1990,0.050615595,0.00054719562,0,0,0.014227086,0.062653899,0.00082079343,0.029274966,0.0082079343,0,0.012311902,0.0049247606,0.0046511628,0.016689466,0.021340629,0.00027359781,0,0.11381669,0.0013679891,0.052257182,0.081805746,0.01751026,0.0010943912,0.012311902,0.0090287278
George-Bush-1991,0.055323591,0,0.0026096033,0,0.026356994,0.0467119,0,0.037317328,0,0.0013048017,0.018789144,0.014091858,0.010699374,0.024008351,0.019050104,0,0.0083507307,0.078549061,0.00026096033,0.049582463,0.062891441,0.019050104,0.0088726514,0.013048017,0.020615866
George-Bush-1992,0.072481572,0.0018427518,0.0024570025,0.0051187551,0.019246519,0.043611794,0,0.0077805078,0.0012285012,0.0057330057,0.015561016,0.0065520066,0.0057330057,0.020679771,0.013718264,0,0.0057330057,0.14578215,0.002047502,0.046683047,0.057330057,0.012285012,0.0051187551,0.014537265,0.007985258
William-J-Clinton-1993,0.039452136,0,0,0.018609498,0.010421319,0.04302516,0,0,0,0.0069971714,0.02114039,0.0058061635,0.00029775197,0.027393181,0.0064016674,0.00089325592,0.0077415513,0.1363704,0.0014887599,0.06342117,0.06788745,0.011016823,0.0046151556,0.011761203,0.0095280631
William-J-Clinton-1994,0.057983193,0,0,0.0021008403,0.012464986,0.043137255,0,0.0057422969,0.00014005602,0.00070028011,0.017086835,0.0084033613,0.0036414566,0.018207283,0.0092436975,0,0,0.17352941,0.0018207283,0.053641457,0.082913165,0.013865546,0,0.01232493,0.0050420168
William-J-Clinton-1995,0.056537503,0.00011330161,0.0027192386,0.0063448901,0.012123272,0.050079311,0.0037389531,0.00033990483,0,0,0.010083843,0.0013596193,0.0096306368,0.019487877,0.0066847949,0,0.0043054611,0.15352368,0.0019261274,0.042374802,0.0915477,0.0082710174,0.0064581917,0.0058916837,0.0043054611
William-J-Clinton-1996,0.046993099,0.0023003615,0,0,0.0096943805,0.046171541,0,0.00213605,0.00082155767,0,0.0098586921,0.0062438383,0.0065724614,0.02464673,0.0057509037,0,0.0013144923,0.14968781,0,0.058823529,0.10285902,0.01610253,0.0050936576,0.010023004,0
William-J-Clinton-1997,0.059256985,0.00030703101,0.0049124962,0,0.020724593,0.031931225,0.0016886706,0.0058335892,0,0,0.0099785078,0.011513663,0,0.0087503838,0.01673319,0,0,0.13908505,0.0013816395,0.069081977,0.092723365,0.017654283,0,0.010285539,0.0036843721
William-J-Clinton-1998,0.047959914,0,0.0038654259,0,0.015032212,0.044380816,0.0012884753,0.0035790981,0.0058697208,0,0.0094488189,0.015461704,0.00028632785,0.01932713,0.016750179,0.0017179671,0.0020042949,0.15003579,0,0.080458125,0.075590551,0.016034359,0.00028632785,0.0087329993,0.0042949177
William-J-Clinton-1999,0.039177549,0.00097249236,0.0025006946,0.0051403168,0.0090302862,0.036399,0,0.0058349542,0.0013892748,0.00027785496,0.013892748,0.018338427,0.00013892748,0.020700194,0.016949153,0,0.0056960267,0.16476799,0.0016671298,0.0854404,0.07168658,0.012503473,0.0006946374,0.0077799389,0.0081967213
William-J-Clinton-2000,0.045963737,0.00023097355,0.0019632752,0.00092389421,0.015244255,0.042845594,0,0.0066982331,0.0025407091,0.00011548678,0.0068137198,0.011086731,0.0039265504,0.028063287,0.012472572,0,0,0.1816607,0.00034646033,0.066751357,0.075181892,0.016976556,0,0.0017323017,0.0033491165
